observed_date,source,market,canonical_fish_name,noryangjin_species_name,source_species_name,trade_state,origin,spec,package_unit,quantity,weight,high_price_krw,low_price_krw,avg_price_krw,source_url
2026-07-10,noryangjin,노량진수산물도매시장,,청어,(선)청어,선,속초,14/15미,S/P,7,,20000,20000,20000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,청어,(선)청어,선,속초,20미,S/P,2,,12000,12000,12000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,청어,(선)청어,선,속초,14미,S/P,35,,10000,10000,10000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,청어,(선)청어,선,속초,18미,S/P,20,,15000,15000,15000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,칼바지락,(활)칼바지락,활,중국,1봉,box,79,,4500,4000,4300,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,토바지락,(활)토바지락,활,중국,2봉,box,15,,4500,4500,4500,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,통치,(선)통치,선,목포,7미,kg,10.3,,26000,26000,26000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,통치,(선)통치,선,목포,10미,kg,7.8,,23000,23000,23000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,통치,(선)통치,선,목포,5미,kg,5,,23000,23000,23000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,피꼬막(피조개),(활)피꼬막(피조개),활,마산,중,그물망,25,,28500,23600,26400,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
